condition,skill,skill_repo,skill_stars,skill_body_chars,model,model_id,case,case_kind,trial,pass_substance,pass_strict,protocol_ok,knew_command,bucket,detail,latency_ms,cost_usd,input_tokens,output_tokens,steps,skills_in_scope
A,kdense__database-lookup,K-Dense-AI/scientific-agent-skills,36566,25570,gemma-3-4b,google/gemma-3-4b-it,db-1,invoke,3,false,false,true,true,ARGS,"invented a tool name (""database-lookup"") instead of calling http_get",26602,0.000792,15113,368,2,1
A,kdense__database-lookup,K-Dense-AI/scientific-agent-skills,36566,25570,gemma-3-4b,google/gemma-3-4b-it,db-3,use_result,1,false,false,true,false,SELECTION,called bash instead of read_file,10556,0.000750,14882,60,2,1
A,kdense__database-lookup,K-Dense-AI/scientific-agent-skills,36566,25570,gemma-3-4b,google/gemma-3-4b-it,db-3,use_result,2,false,false,true,false,SELECTION,called bash instead of read_file,10551,0.000750,14882,60,2,1
A,kdense__database-lookup,K-Dense-AI/scientific-agent-skills,36566,25570,gemma-3-4b,google/gemma-3-4b-it,db-3,use_result,3,false,false,true,false,SELECTION,called bash instead of read_file,10409,0.000750,14882,60,2,1
A,kdense__biopython,K-Dense-AI/scientific-agent-skills,36566,15118,gemma-3-4b,google/gemma-3-4b-it,bio-1,invoke,1,false,false,true,false,ARGS,"called bash but args did not match: {""command"":""wc -l sequences.fasta""}",19525,0.000953,18904,80,4,1
A,kdense__biopython,K-Dense-AI/scientific-agent-skills,36566,15118,gemma-3-4b,google/gemma-3-4b-it,bio-1,invoke,2,false,false,true,false,ARGS,"called bash but args did not match: {""command"":""wc -l sequences.fasta""}",19295,0.000953,18904,80,4,1
A,kdense__biopython,K-Dense-AI/scientific-agent-skills,36566,15118,gemma-3-4b,google/gemma-3-4b-it,bio-1,invoke,3,false,false,true,false,ARGS,"called bash but args did not match: {""command"":""wc -l sequences.fasta""}",19045,0.000953,18904,80,4,1
A,kdense__biopython,K-Dense-AI/scientific-agent-skills,36566,15118,gemma-3-4b,google/gemma-3-4b-it,bio-2,abstain,1,false,false,true,false,EAGER,"called bash,read_file when no tool was needed",14602,0.000714,14108,82,3,1
A,kdense__biopython,K-Dense-AI/scientific-agent-skills,36566,15118,gemma-3-4b,google/gemma-3-4b-it,bio-2,abstain,2,false,false,true,false,EAGER,"called bash,read_file when no tool was needed",14936,0.000714,14108,82,3,1
A,kdense__biopython,K-Dense-AI/scientific-agent-skills,36566,15118,gemma-3-4b,google/gemma-3-4b-it,bio-2,abstain,3,false,false,true,false,EAGER,"called bash,read_file when no tool was needed",14924,0.000714,14108,82,3,1
A,kdense__biopython,K-Dense-AI/scientific-agent-skills,36566,15118,gemma-3-4b,google/gemma-3-4b-it,bio-3,use_result,1,true,true,true,false,,used the tool result correctly,13326,0.000471,9366,31,2,1
A,kdense__biopython,K-Dense-AI/scientific-agent-skills,36566,15118,gemma-3-4b,google/gemma-3-4b-it,bio-3,use_result,2,true,true,true,false,,used the tool result correctly,13171,0.000472,9366,36,2,1
A,kdense__biopython,K-Dense-AI/scientific-agent-skills,36566,15118,gemma-3-4b,google/gemma-3-4b-it,bio-3,use_result,3,true,true,true,false,,used the tool result correctly,13065,0.000472,9366,36,2,1
A,agents365__drawio,Agents365-ai/drawio-skill,8167,41514,gemma-3-4b,google/gemma-3-4b-it,draw-1,invoke,1,true,true,true,false,,called bash with matching args,12354,0.001209,24068,60,2,1
A,agents365__drawio,Agents365-ai/drawio-skill,8167,41514,gemma-3-4b,google/gemma-3-4b-it,draw-1,invoke,2,true,true,true,false,,called bash with matching args,11487,0.001209,24068,60,2,1
A,agents365__drawio,Agents365-ai/drawio-skill,8167,41514,gemma-3-4b,google/gemma-3-4b-it,draw-1,invoke,3,true,true,true,false,,called bash with matching args,11105,0.001209,24068,60,2,1
A,agents365__drawio,Agents365-ai/drawio-skill,8167,41514,gemma-3-4b,google/gemma-3-4b-it,draw-2,abstain,1,true,true,true,false,,abstained and answered correctly,3817,0.000605,12006,46,1,1
A,agents365__drawio,Agents365-ai/drawio-skill,8167,41514,gemma-3-4b,google/gemma-3-4b-it,draw-2,abstain,2,true,true,true,false,,abstained and answered correctly,4891,0.000605,12006,46,1,1
A,agents365__drawio,Agents365-ai/drawio-skill,8167,41514,gemma-3-4b,google/gemma-3-4b-it,draw-2,abstain,3,true,true,true,false,,abstained and answered correctly,5776,0.000605,12006,46,1,1
A,agents365__drawio,Agents365-ai/drawio-skill,8167,41514,gemma-3-4b,google/gemma-3-4b-it,draw-3,use_result,1,false,false,true,false,SELECTION,"never invoked a tool, so never saw the data",6181,0.000603,12005,25,1,1
A,agents365__drawio,Agents365-ai/drawio-skill,8167,41514,gemma-3-4b,google/gemma-3-4b-it,draw-3,use_result,2,false,false,true,false,SELECTION,"never invoked a tool, so never saw the data",6644,0.000603,12005,25,1,1
A,agents365__drawio,Agents365-ai/drawio-skill,8167,41514,gemma-3-4b,google/gemma-3-4b-it,draw-3,use_result,3,false,false,true,false,SELECTION,"never invoked a tool, so never saw the data",7637,0.000603,12005,25,1,1
A,browseract__amazon-product-detail,browser-act/skills,5514,10070,gemma-3-4b,google/gemma-3-4b-it,amz-2,abstain,1,true,false,false,false,,abstained and answered correctly,7820,0.000186,3719,2,1,1
A,browseract__amazon-product-detail,browser-act/skills,5514,10070,gemma-3-4b,google/gemma-3-4b-it,amz-2,abstain,2,true,false,false,false,,abstained and answered correctly,7293,0.000186,3719,2,1,1
A,browseract__amazon-product-detail,browser-act/skills,5514,10070,gemma-3-4b,google/gemma-3-4b-it,amz-2,abstain,3,true,false,false,false,,abstained and answered correctly,6339,0.000186,3719,2,1,1
A,browseract__amazon-product-detail,browser-act/skills,5514,10070,gemma-3-4b,google/gemma-3-4b-it,amz-1,invoke,1,false,false,true,true,ARGS,"invented a tool name (""amazon-product-detail"") instead of calling browser_navigate",15700,0.000390,7525,142,2,1
A,browseract__amazon-product-detail,browser-act/skills,5514,10070,gemma-3-4b,google/gemma-3-4b-it,amz-1,invoke,3,false,false,true,true,ARGS,"invented a tool name (""amazon-product-detail"") instead of calling browser_navigate",28996,0.000390,7525,142,2,1
A,browseract__amazon-product-detail,browser-act/skills,5514,10070,gemma-3-4b,google/gemma-3-4b-it,amz-3,use_result,1,true,true,true,false,,used the tool result correctly,27796,0.000380,7509,44,2,1
A,browseract__amazon-product-detail,browser-act/skills,5514,10070,gemma-3-4b,google/gemma-3-4b-it,amz-3,use_result,2,true,true,true,false,,used the tool result correctly,28389,0.000380,7509,44,2,1
A,browseract__amazon-product-detail,browser-act/skills,5514,10070,gemma-3-4b,google/gemma-3-4b-it,amz-1,invoke,2,false,false,true,true,ARGS,"invented a tool name (""amazon-product-detail"") instead of calling browser_navigate",77704,0.000388,7525,120,2,1
A,addyosmani__browser-devtools,addyosmani/agent-skills,90510,13550,gemma-3-4b,google/gemma-3-4b-it,dt-2,abstain,2,true,true,true,false,,abstained and answered correctly,680,0.000185,3674,8,1,1
A,addyosmani__browser-devtools,addyosmani/agent-skills,90510,13550,gemma-3-4b,google/gemma-3-4b-it,dt-2,abstain,3,true,true,true,false,,abstained and answered correctly,12826,0.000185,3674,8,1,1
A,addyosmani__browser-devtools,addyosmani/agent-skills,90510,13550,gemma-3-4b,google/gemma-3-4b-it,dt-3,use_result,1,false,false,true,false,REASONING,used the data but concluded wrongly: There are two error-level messages and one warning-level message. The errors are a TypeError indicating an undefined variable and a 404 error for chunk.js. The ,2117,0.000377,7414,63,2,1
A,addyosmani__browser-devtools,addyosmani/agent-skills,90510,13550,gemma-3-4b,google/gemma-3-4b-it,dt-3,use_result,2,false,false,true,false,REASONING,used the data but concluded wrongly: There are two error-level messages and one warning-level message. The errors are a TypeError indicating an undefined variable and a 404 error for chunk.js. The ,1786,0.000377,7414,63,2,1
A,addyosmani__browser-devtools,addyosmani/agent-skills,90510,13550,gemma-3-4b,google/gemma-3-4b-it,dt-3,use_result,3,false,false,true,false,REASONING,used the data but concluded wrongly: There are two error-level messages and one warning-level message. The errors are a TypeError indicating an undefined variable and a 404 error for chunk.js. The ,1874,0.000377,7414,63,2,1
A,tenglin__notebooklm,teng-lin/notebooklm-py,18987,41179,gemma-3-4b,google/gemma-3-4b-it,nb-1,invoke,1,false,false,true,true,ARGS,"invented a tool name (""notebooklm"") instead of calling bash",3109,0.001165,23077,113,2,1
A,tenglin__notebooklm,teng-lin/notebooklm-py,18987,41179,gemma-3-4b,google/gemma-3-4b-it,nb-1,invoke,2,false,false,true,true,ARGS,"invented a tool name (""notebooklm"") instead of calling bash",2079,0.001163,23077,92,2,1
A,browseract__amazon-product-detail,browser-act/skills,5514,10070,gemma-3-4b,google/gemma-3-4b-it,amz-3,use_result,3,true,true,true,false,,used the tool result correctly,91703,0.000380,7509,44,2,1
A,addyosmani__browser-devtools,addyosmani/agent-skills,90510,13550,gemma-3-4b,google/gemma-3-4b-it,dt-1,invoke,1,true,true,true,false,,called browser_console with matching args,89994,0.000380,7418,90,2,1
A,addyosmani__browser-devtools,addyosmani/agent-skills,90510,13550,gemma-3-4b,google/gemma-3-4b-it,dt-1,invoke,2,true,true,true,false,,called browser_console with matching args,75190,0.000380,7418,90,2,1
A,addyosmani__browser-devtools,addyosmani/agent-skills,90510,13550,gemma-3-4b,google/gemma-3-4b-it,dt-2,abstain,1,true,true,true,false,,abstained and answered correctly,68448,0.000185,3674,8,1,1
A,addyosmani__browser-devtools,addyosmani/agent-skills,90510,13550,gemma-3-4b,google/gemma-3-4b-it,dt-1,invoke,3,true,true,true,false,,called browser_console with matching args,73210,0.000380,7418,90,2,1
A,tenglin__notebooklm,teng-lin/notebooklm-py,18987,41179,gemma-3-4b,google/gemma-3-4b-it,nb-1,invoke,3,false,false,true,true,ARGS,"invented a tool name (""notebooklm"") instead of calling bash",11080,0.001166,23077,118,2,1
A,anthropic__pdf,anthropics/skills,172282,7512,qwen3-8b,qwen/qwen3-8b,pdf-2,abstain,2,true,true,true,false,,abstained and answered correctly,1067,0.000318,2671,12,1,1
A,anthropic__pdf,anthropics/skills,172282,7512,qwen3-8b,qwen/qwen3-8b,pdf-2,abstain,1,true,true,true,false,,abstained and answered correctly,1555,0.000318,2671,12,1,1
A,anthropic__pdf,anthropics/skills,172282,7512,qwen3-8b,qwen/qwen3-8b,pdf-2,abstain,3,true,true,true,false,,abstained and answered correctly,1298,0.000318,2671,12,1,1
A,anthropic__pdf,anthropics/skills,172282,7512,qwen3-8b,qwen/qwen3-8b,pdf-1,invoke,2,true,true,true,false,,called bash with matching args,3595,0.000657,5400,55,2,1
A,anthropic__pdf,anthropics/skills,172282,7512,qwen3-8b,qwen/qwen3-8b,pdf-1,invoke,1,true,true,true,false,,called bash with matching args,4818,0.000657,5400,55,2,1
A,anthropic__pdf,anthropics/skills,172282,7512,qwen3-8b,qwen/qwen3-8b,pdf-1,invoke,3,true,true,true,false,,called bash with matching args,7061,0.000657,5400,55,2,1
A,anthropic__pdf,anthropics/skills,172282,7512,qwen3-8b,qwen/qwen3-8b,pdf-3,use_result,1,false,false,false,false,REASONING,"used the data but concluded wrongly: {""answer"": 12 + 7 + 23}",10224,0.000647,5402,33,2,1
A,anthropic__pdf,anthropics/skills,172282,7512,qwen3-8b,qwen/qwen3-8b,pdf-3,use_result,2,false,false,false,false,REASONING,"used the data but concluded wrongly: {""answer"": 12 + 7 + 23}",11444,0.000647,5402,33,2,1
A,anthropic__pdf,anthropics/skills,172282,7512,qwen3-8b,qwen/qwen3-8b,pdf-3,use_result,3,false,false,false,false,REASONING,"used the data but concluded wrongly: {""answer"": 12 + 7 + 23}",11175,0.000647,5402,33,2,1
A,anthropic__docx,anthropics/skills,172282,5944,qwen3-8b,qwen/qwen3-8b,docx-1,invoke,1,true,true,true,false,,called bash with matching args,11197,0.000580,4741,56,2,1
A,anthropic__docx,anthropics/skills,172282,5944,qwen3-8b,qwen/qwen3-8b,docx-1,invoke,2,true,true,true,false,,called bash with matching args,11343,0.000580,4741,56,2,1
A,anthropic__docx,anthropics/skills,172282,5944,qwen3-8b,qwen/qwen3-8b,docx-2,abstain,1,true,true,true,false,,abstained and answered correctly,5355,0.000277,2344,6,1,1
A,anthropic__docx,anthropics/skills,172282,5944,qwen3-8b,qwen/qwen3-8b,docx-2,abstain,2,true,true,true,false,,abstained and answered correctly,5217,0.000277,2344,6,1,1
A,anthropic__docx,anthropics/skills,172282,5944,qwen3-8b,qwen/qwen3-8b,docx-2,abstain,3,true,true,true,false,,abstained and answered correctly,4768,0.000277,2344,6,1,1
A,anthropic__docx,anthropics/skills,172282,5944,qwen3-8b,qwen/qwen3-8b,docx-1,invoke,3,true,true,true,false,,called bash with matching args,10704,0.000580,4741,56,2,1
A,anthropic__docx,anthropics/skills,172282,5944,qwen3-8b,qwen/qwen3-8b,docx-3,use_result,1,true,true,true,false,,used the tool result correctly,11044,0.000574,4749,41,2,1
A,anthropic__docx,anthropics/skills,172282,5944,qwen3-8b,qwen/qwen3-8b,docx-3,use_result,2,true,true,true,false,,used the tool result correctly,11383,0.000574,4749,41,2,1
A,anthropic__docx,anthropics/skills,172282,5944,qwen3-8b,qwen/qwen3-8b,docx-3,use_result,3,true,true,true,false,,used the tool result correctly,11746,0.000574,4749,41,2,1
A,anthropic__xlsx,anthropics/skills,172282,7503,qwen3-8b,qwen/qwen3-8b,xlsx-1,invoke,1,true,true,true,false,,called bash with matching args,12326,0.000677,5524,67,2,1
A,anthropic__xlsx,anthropics/skills,172282,7503,qwen3-8b,qwen/qwen3-8b,xlsx-1,invoke,2,true,true,true,false,,called bash with matching args,11996,0.000677,5524,67,2,1
A,anthropic__xlsx,anthropics/skills,172282,7503,qwen3-8b,qwen/qwen3-8b,xlsx-2,abstain,1,true,true,true,false,,abstained and answered correctly,5854,0.000324,2739,8,1,1
A,anthropic__xlsx,anthropics/skills,172282,7503,qwen3-8b,qwen/qwen3-8b,xlsx-2,abstain,2,true,true,true,false,,abstained and answered correctly,5615,0.000324,2739,8,1,1
A,anthropic__xlsx,anthropics/skills,172282,7503,qwen3-8b,qwen/qwen3-8b,xlsx-2,abstain,3,true,true,true,false,,abstained and answered correctly,5040,0.000324,2739,8,1,1
A,anthropic__xlsx,anthropics/skills,172282,7503,qwen3-8b,qwen/qwen3-8b,xlsx-1,invoke,3,true,true,true,false,,called bash with matching args,11127,0.000677,5524,67,2,1
A,tenglin__notebooklm,teng-lin/notebooklm-py,18987,41179,gemma-3-4b,google/gemma-3-4b-it,nb-3,use_result,1,false,false,true,false,SELECTION,"never invoked a tool, so never saw the data",1224,0.000578,11521,21,1,1
A,tenglin__notebooklm,teng-lin/notebooklm-py,18987,41179,gemma-3-4b,google/gemma-3-4b-it,nb-3,use_result,2,false,false,true,false,SELECTION,"never invoked a tool, so never saw the data",557,0.000578,11521,21,1,1
A,tenglin__notebooklm,teng-lin/notebooklm-py,18987,41179,gemma-3-4b,google/gemma-3-4b-it,nb-2,abstain,2,false,false,true,false,EAGER,called notebooklm when no tool was needed,3028,0.001164,23079,98,2,1
A,tenglin__notebooklm,teng-lin/notebooklm-py,18987,41179,gemma-3-4b,google/gemma-3-4b-it,nb-2,abstain,1,false,false,true,false,EAGER,called notebooklm when no tool was needed,4418,0.001164,23079,98,2,1
A,tenglin__notebooklm,teng-lin/notebooklm-py,18987,41179,gemma-3-4b,google/gemma-3-4b-it,nb-2,abstain,3,false,false,true,false,EAGER,called notebooklm when no tool was needed,6494,0.001164,23079,98,2,1
A,tenglin__notebooklm,teng-lin/notebooklm-py,18987,41179,gemma-3-4b,google/gemma-3-4b-it,nb-3,use_result,3,false,false,true,false,SELECTION,"never invoked a tool, so never saw the data",5450,0.000578,11521,21,1,1
A,anthropic__xlsx,anthropics/skills,172282,7503,qwen3-8b,qwen/qwen3-8b,xlsx-3,use_result,1,false,false,true,false,IGNORED,answer shows no trace of the returned data: 4600,13845,0.000659,5523,28,2,1
A,anthropic__xlsx,anthropics/skills,172282,7503,qwen3-8b,qwen/qwen3-8b,xlsx-3,use_result,2,false,false,true,false,IGNORED,answer shows no trace of the returned data: 4600,13378,0.000659,5523,28,2,1
A,anthropic__xlsx,anthropics/skills,172282,7503,qwen3-8b,qwen/qwen3-8b,xlsx-3,use_result,3,false,false,true,false,IGNORED,answer shows no trace of the returned data: 4600,12173,0.000659,5523,28,2,1
A,anthropic__pptx,anthropics/skills,172282,19820,qwen3-8b,qwen/qwen3-8b,pptx-2,abstain,1,true,true,true,false,,abstained and answered correctly,5553,0.000706,6010,7,1,1
A,anthropic__pptx,anthropics/skills,172282,19820,qwen3-8b,qwen/qwen3-8b,pptx-1,invoke,1,true,true,true,false,,called bash with matching args,18705,0.002170,18250,76,3,1
A,anthropic__pptx,anthropics/skills,172282,19820,qwen3-8b,qwen/qwen3-8b,pptx-2,abstain,2,true,true,true,false,,abstained and answered correctly,5035,0.000706,6010,7,1,1
A,anthropic__pptx,anthropics/skills,172282,19820,qwen3-8b,qwen/qwen3-8b,pptx-2,abstain,3,true,true,true,false,,abstained and answered correctly,4211,0.000706,6010,7,1,1
A,anthropic__pptx,anthropics/skills,172282,19820,qwen3-8b,qwen/qwen3-8b,pptx-1,invoke,2,true,true,true,false,,called bash with matching args,14641,0.002170,18250,76,3,1
A,anthropic__pptx,anthropics/skills,172282,19820,qwen3-8b,qwen/qwen3-8b,pptx-1,invoke,3,true,true,true,false,,called bash with matching args,19574,0.002905,24446,98,4,1
A,anthropic__pptx,anthropics/skills,172282,19820,qwen3-8b,qwen/qwen3-8b,pptx-3,use_result,1,true,true,true,false,,used the tool result correctly,9074,0.001426,12089,26,2,1
A,anthropic__pptx,anthropics/skills,172282,19820,qwen3-8b,qwen/qwen3-8b,pptx-3,use_result,2,true,true,true,false,,used the tool result correctly,9221,0.001426,12089,26,2,1
A,anthropic__pptx,anthropics/skills,172282,19820,qwen3-8b,qwen/qwen3-8b,pptx-3,use_result,3,true,true,true,false,,used the tool result correctly,8762,0.001426,12089,26,2,1
A,anthropic__webapp-testing,anthropics/skills,172282,3574,qwen3-8b,qwen/qwen3-8b,web-2,abstain,1,true,true,true,false,,abstained and answered correctly,7486,0.000173,1454,6,1,1
A,anthropic__webapp-testing,anthropics/skills,172282,3574,qwen3-8b,qwen/qwen3-8b,web-1,invoke,1,true,true,true,false,,called bash with matching args,14659,0.000381,2996,68,2,1
A,anthropic__webapp-testing,anthropics/skills,172282,3574,qwen3-8b,qwen/qwen3-8b,web-1,invoke,2,true,true,true,false,,called bash with matching args,16109,0.000381,2996,68,2,1
A,anthropic__webapp-testing,anthropics/skills,172282,3574,qwen3-8b,qwen/qwen3-8b,web-1,invoke,3,true,true,true,false,,called bash with matching args,16375,0.000381,2996,68,2,1
A,anthropic__webapp-testing,anthropics/skills,172282,3574,qwen3-8b,qwen/qwen3-8b,web-2,abstain,2,true,true,true,false,,abstained and answered correctly,8943,0.000173,1454,6,1,1
A,anthropic__webapp-testing,anthropics/skills,172282,3574,qwen3-8b,qwen/qwen3-8b,web-2,abstain,3,true,true,true,false,,abstained and answered correctly,5820,0.000173,1454,6,1,1
A,anthropic__webapp-testing,anthropics/skills,172282,3574,qwen3-8b,qwen/qwen3-8b,web-3,use_result,1,false,false,true,false,REASONING,used the data but concluded wrongly: 3,9292,0.000356,2952,24,2,1
A,anthropic__webapp-testing,anthropics/skills,172282,3574,qwen3-8b,qwen/qwen3-8b,web-3,use_result,2,false,false,true,false,REASONING,used the data but concluded wrongly: 3,8877,0.000356,2952,24,2,1
A,anthropic__webapp-testing,anthropics/skills,172282,3574,qwen3-8b,qwen/qwen3-8b,web-3,use_result,3,false,false,true,false,REASONING,used the data but concluded wrongly: 3,8901,0.000356,2952,24,2,1
A,gws__gws-gmail-send,googleworkspace/cli,30626,2364,qwen3-8b,qwen/qwen3-8b,gmail-1,invoke,1,true,true,true,false,,called bash with matching args,8979,0.000339,2656,62,2,1
A,gws__gws-gmail-send,googleworkspace/cli,30626,2364,qwen3-8b,qwen/qwen3-8b,gmail-1,invoke,2,true,true,true,false,,called bash with matching args,10161,0.000339,2656,62,2,1
A,gws__gws-gmail-send,googleworkspace/cli,30626,2364,qwen3-8b,qwen/qwen3-8b,gmail-1,invoke,3,true,true,true,false,,called bash with matching args,10406,0.000339,2656,62,2,1
A,gws__gws-gmail-send,googleworkspace/cli,30626,2364,qwen3-8b,qwen/qwen3-8b,gmail-2,abstain,1,false,false,true,false,EAGER,called bash when no tool was needed,10739,0.000339,2630,68,2,1
A,gws__gws-gmail-send,googleworkspace/cli,30626,2364,qwen3-8b,qwen/qwen3-8b,gmail-2,abstain,2,false,false,true,false,EAGER,called bash when no tool was needed,10663,0.000339,2630,68,2,1
A,gws__gws-gmail-send,googleworkspace/cli,30626,2364,qwen3-8b,qwen/qwen3-8b,gmail-2,abstain,3,false,false,true,false,EAGER,called bash when no tool was needed,8965,0.000339,2630,68,2,1
A,gws__gws-gmail-send,googleworkspace/cli,30626,2364,qwen3-8b,qwen/qwen3-8b,gmail-3,use_result,1,true,true,true,false,,used the tool result correctly,8754,0.000320,2602,34,2,1
A,gws__gws-gmail-send,googleworkspace/cli,30626,2364,qwen3-8b,qwen/qwen3-8b,gmail-3,use_result,2,true,true,true,false,,used the tool result correctly,8482,0.000320,2602,34,2,1
A,gws__gws-gmail-send,googleworkspace/cli,30626,2364,qwen3-8b,qwen/qwen3-8b,gmail-3,use_result,3,true,true,true,false,,used the tool result correctly,8279,0.000320,2602,34,2,1
A,gws__gws-calendar-insert,googleworkspace/cli,30626,1518,qwen3-8b,qwen/qwen3-8b,cal-2,abstain,1,true,true,true,false,,abstained and answered correctly,6734,0.000135,1114,10,1,1
A,gws__gws-calendar-insert,googleworkspace/cli,30626,1518,qwen3-8b,qwen/qwen3-8b,cal-1,invoke,1,true,true,true,false,,called bash with matching args,11283,0.000362,2498,154,2,1
A,gws__gws-calendar-insert,googleworkspace/cli,30626,1518,qwen3-8b,qwen/qwen3-8b,cal-1,invoke,2,true,true,true,false,,called bash with matching args,12217,0.000362,2498,154,2,1
A,gws__gws-calendar-insert,googleworkspace/cli,30626,1518,qwen3-8b,qwen/qwen3-8b,cal-1,invoke,3,true,true,true,false,,called bash with matching args,13322,0.000362,2498,154,2,1
A,gws__gws-calendar-insert,googleworkspace/cli,30626,1518,qwen3-8b,qwen/qwen3-8b,cal-2,abstain,2,true,true,true,false,,abstained and answered correctly,6508,0.000135,1114,10,1,1
A,gws__gws-calendar-insert,googleworkspace/cli,30626,1518,qwen3-8b,qwen/qwen3-8b,cal-2,abstain,3,true,true,true,false,,abstained and answered correctly,5701,0.000135,1114,10,1,1
A,gws__gws-calendar-insert,googleworkspace/cli,30626,1518,qwen3-8b,qwen/qwen3-8b,cal-3,use_result,1,false,false,true,false,IGNORED,answer shows no trace of the returned data: 3,8710,0.000277,2273,25,2,1
A,gws__gws-calendar-insert,googleworkspace/cli,30626,1518,qwen3-8b,qwen/qwen3-8b,cal-3,use_result,2,false,false,true,false,IGNORED,answer shows no trace of the returned data: 3,7420,0.000277,2273,25,2,1
A,gws__gws-calendar-insert,googleworkspace/cli,30626,1518,qwen3-8b,qwen/qwen3-8b,cal-3,use_result,3,false,false,true,false,IGNORED,answer shows no trace of the returned data: 3,7484,0.000277,2273,25,2,1
A,gws__gws-drive-upload,googleworkspace/cli,30626,1038,qwen3-8b,qwen/qwen3-8b,drive-1,invoke,1,true,true,true,false,,called bash with matching args,7738,0.000230,1806,41,2,1
A,gws__gws-drive-upload,googleworkspace/cli,30626,1038,qwen3-8b,qwen/qwen3-8b,drive-2,abstain,1,true,true,true,false,,abstained and answered correctly,4156,0.000112,882,20,1,1
A,gws__gws-drive-upload,googleworkspace/cli,30626,1038,qwen3-8b,qwen/qwen3-8b,drive-2,abstain,2,true,true,true,false,,abstained and answered correctly,4025,0.000112,882,20,1,1
A,gws__gws-drive-upload,googleworkspace/cli,30626,1038,qwen3-8b,qwen/qwen3-8b,drive-1,invoke,2,true,true,true,false,,called bash with matching args,8059,0.000230,1806,41,2,1
A,gws__gws-drive-upload,googleworkspace/cli,30626,1038,qwen3-8b,qwen/qwen3-8b,drive-1,invoke,3,true,true,true,false,,called bash with matching args,8215,0.000230,1806,41,2,1
A,gws__gws-drive-upload,googleworkspace/cli,30626,1038,qwen3-8b,qwen/qwen3-8b,drive-2,abstain,3,true,true,true,false,,abstained and answered correctly,4165,0.000112,882,20,1,1
A,gws__gws-sheets,googleworkspace/cli,30626,2361,qwen3-8b,qwen/qwen3-8b,sheets-1,invoke,1,true,true,true,false,,called bash with matching args,9347,0.000305,2342,69,2,1
A,gws__gws-drive-upload,googleworkspace/cli,30626,1038,qwen3-8b,qwen/qwen3-8b,drive-3,use_result,1,true,true,true,false,,used the tool result correctly,13448,0.000363,2840,67,3,1
A,gws__gws-drive-upload,googleworkspace/cli,30626,1038,qwen3-8b,qwen/qwen3-8b,drive-3,use_result,2,true,true,true,false,,used the tool result correctly,13089,0.000363,2840,67,3,1
A,gws__gws-drive-upload,googleworkspace/cli,30626,1038,qwen3-8b,qwen/qwen3-8b,drive-3,use_result,3,true,true,true,false,,used the tool result correctly,12994,0.000363,2840,67,3,1
A,gws__gws-sheets,googleworkspace/cli,30626,2361,qwen3-8b,qwen/qwen3-8b,sheets-2,abstain,1,true,true,true,false,,abstained and answered correctly,5453,0.000144,1149,22,1,1
A,gws__gws-sheets,googleworkspace/cli,30626,2361,qwen3-8b,qwen/qwen3-8b,sheets-2,abstain,2,true,true,true,false,,abstained and answered correctly,6029,0.000144,1149,22,1,1
A,gws__gws-sheets,googleworkspace/cli,30626,2361,qwen3-8b,qwen/qwen3-8b,sheets-1,invoke,2,true,true,true,false,,called bash with matching args,10030,0.000306,2342,71,2,1
A,gws__gws-sheets,googleworkspace/cli,30626,2361,qwen3-8b,qwen/qwen3-8b,sheets-1,invoke,3,true,true,true,false,,called bash with matching args,10839,0.000305,2342,69,2,1
A,gws__gws-sheets,googleworkspace/cli,30626,2361,qwen3-8b,qwen/qwen3-8b,sheets-2,abstain,3,true,true,true,false,,abstained and answered correctly,5864,0.000144,1149,22,1,1
A,kepano__obsidian-cli,kepano/obsidian-skills,47444,2668,qwen3-8b,qwen/qwen3-8b,obs-1,invoke,1,true,true,true,false,,called bash with matching args,10659,0.000346,2722,61,2,1
A,gws__gws-sheets,googleworkspace/cli,30626,2361,qwen3-8b,qwen/qwen3-8b,sheets-3,use_result,1,true,true,true,false,,used the tool result correctly,15945,0.000468,3695,78,3,1
A,gws__gws-sheets,googleworkspace/cli,30626,2361,qwen3-8b,qwen/qwen3-8b,sheets-3,use_result,2,true,true,true,false,,used the tool result correctly,15601,0.000464,3685,73,3,1
A,gws__gws-sheets,googleworkspace/cli,30626,2361,qwen3-8b,qwen/qwen3-8b,sheets-3,use_result,3,true,true,true,false,,used the tool result correctly,14656,0.000464,3685,73,3,1
A,kepano__obsidian-cli,kepano/obsidian-skills,47444,2668,qwen3-8b,qwen/qwen3-8b,obs-2,abstain,1,true,true,true,false,,abstained and answered correctly,4143,0.000176,1339,43,1,1
A,kepano__obsidian-cli,kepano/obsidian-skills,47444,2668,qwen3-8b,qwen/qwen3-8b,obs-2,abstain,2,true,true,true,false,,abstained and answered correctly,4659,0.000176,1339,43,1,1
A,kepano__obsidian-cli,kepano/obsidian-skills,47444,2668,qwen3-8b,qwen/qwen3-8b,obs-1,invoke,2,true,true,true,false,,called bash with matching args,8592,0.000346,2722,61,2,1
A,kepano__obsidian-cli,kepano/obsidian-skills,47444,2668,qwen3-8b,qwen/qwen3-8b,obs-1,invoke,3,true,true,true,false,,called bash with matching args,9426,0.000346,2722,61,2,1
A,kepano__obsidian-cli,kepano/obsidian-skills,47444,2668,qwen3-8b,qwen/qwen3-8b,obs-2,abstain,3,true,true,true,false,,abstained and answered correctly,5636,0.000176,1339,43,1,1
